DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	ProductionType	ActualGenerationOutput	ActualConsumption	UpdateTime
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	CTA	FR CTA	FR	Fossil Gas	2502.0		2022-01-01 03:47:43
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	CTA	FR CTA	FR	Hydro Run-of-river and poundage	5580.0		2022-01-01 03:47:43
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	CTA	FR CTA	FR	Solar	0.0		2022-01-01 03:47:43
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	CTA	FR CTA	FR	Fossil Oil	212.0		2022-01-01 03:47:43
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	BZN	FR BZN	FR	Fossil Hard coal	29.0		2022-01-01 03:47:44
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Fossil Hard coal	29.0		2022-01-01 03:47:44
2022-01-01 02:00:00.000	PT15M	10YDE-VE-------2	CTA	DE(50Hertz) CTA	DE_50HzT	Solar	0.0		2022-01-01 03:47:45
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	BZN	FR BZN	FR	Hydro Water Reservoir	1350.0		2022-01-01 03:47:45
2022-01-01 02:00:00.000	PT15M	10YDE-VE-------2	CTA	DE(50Hertz) CTA	DE_50HzT	Wind Onshore	10073.77		2022-01-01 03:47:45
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Wind Onshore	3050.0		2022-01-01 03:47:45
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	BZN	FR BZN	FR	Hydro Run-of-river and poundage	5580.0		2022-01-01 03:47:45
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Hydro Pumped Storage		183.0	2022-01-01 03:47:46
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	BZN	FR BZN	FR	Fossil Oil	212.0		2022-01-01 03:47:46
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Hydro Run-of-river and poundage	5580.0		2022-01-01 03:47:46
2022-01-01 01:00:00.000	PT60M	10YFR-RTE------C	BZN	FR BZN	FR	Fossil Gas	2502.0		2022-01-01 03:47:46
