DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalLoadValue	UpdateTime
2022-03-01 00:00:00.000	PT60M	10YLV-1001A00074	CTY	LV CTY	LV	676.0	2022-03-01 02:01:25
2022-03-01 01:00:00.000	PT60M	10YLV-1001A00074	CTY	LV CTY	LV	673.0	2022-03-01 03:16:03
2022-03-01 02:00:00.000	PT60M	10YLV-1001A00074	CTY	LV CTY	LV	687.0	2022-03-01 04:16:02
2022-03-01 00:00:00.000	PT60M	10YHR-HEP------M	CTY	HR CTY	HR	1752.0	2022-03-02 11:16:05
2022-03-01 01:00:00.000	PT60M	10YHR-HEP------M	CTY	HR CTY	HR	1682.0	2022-03-01 03:46:02
2022-03-01 02:00:00.000	PT60M	10YHR-HEP------M	CTY	HR CTY	HR	1669.0	2022-03-02 11:16:05
2022-03-01 01:15:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	19132.22	2022-03-01 17:16:27
2022-03-01 01:30:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	19043.09	2022-03-01 17:16:27
2022-03-01 01:45:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	19237.68	2022-03-01 17:16:27
2022-03-01 02:00:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	19108.47	2022-03-01 17:16:27
2022-03-01 02:15:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	19009.1	2022-03-01 17:16:27
2022-03-01 02:30:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	19173.81	2022-03-01 17:16:27
2022-03-01 02:45:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	19164.34	2022-03-01 17:16:27
2022-03-01 00:00:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	19108.31	2022-03-01 17:16:27
2022-03-01 00:15:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	18897.43	2022-03-01 17:16:27
2022-03-01 00:30:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	18906.18	2022-03-01 17:16:27
2022-03-01 00:45:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	19133.21	2022-03-01 17:16:27
2022-03-01 01:00:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	19115.98	2022-03-01 17:16:27
2022-03-01 00:00:00.000	PT60M	10YGR-HTSO-----Y	CTA	GR CTA	GR	4902.0	2022-03-01 03:01:04
2022-03-01 01:00:00.000	PT60M	10YGR-HTSO-----Y	CTA	GR CTA	GR	4789.0	2022-03-01 04:01:04
2022-03-01 02:00:00.000	PT60M	10YGR-HTSO-----Y	CTA	GR CTA	GR	4753.0	2022-03-01 05:01:07
2022-03-01 00:00:00.000	PT60M	10YSE-1--------K	CTY	SE CTY	SE	16735.0	2022-03-01 03:01:06
2022-03-01 01:00:00.000	PT60M	10YSE-1--------K	CTY	SE CTY	SE	16582.0	2022-03-01 04:01:06
2022-03-01 02:00:00.000	PT60M	10YSE-1--------K	CTY	SE CTY	SE	16666.0	2022-03-01 05:01:09
2022-03-01 00:00:00.000	PT60M	10YPT-REN------W	CTY	PT CTY	PT	5119.9	2022-03-05 14:19:18
2022-03-01 01:00:00.000	PT60M	10YPT-REN------W	CTY	PT CTY	PT	4803.1	2022-03-05 14:19:18
2022-03-01 02:00:00.000	PT60M	10YPT-REN------W	CTY	PT CTY	PT	4597.4	2022-03-05 14:19:18
2022-03-01 00:00:00.000	PT60M	10Y1001A1001A48H	BZN	NO5 BZN	NO5	2013.61	2022-03-01 03:01:08
2022-03-01 01:00:00.000	PT60M	10Y1001A1001A48H	BZN	NO5 BZN	NO5	1982.58	2022-03-01 04:01:08
2022-03-01 02:00:00.000	PT60M	10Y1001A1001A48H	BZN	NO5 BZN	NO5	1979.7	2022-03-01 05:01:09
2022-03-01 00:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	23865.0	2022-03-01 02:31:00
2022-03-01 01:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	22857.0	2022-03-01 03:31:03
2022-03-01 02:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	22529.0	2022-03-01 04:31:02
2022-03-01 00:00:00.000	PT60M	10Y1001A1001A70O	BZN	IT-Centre-North BZN	IT-CNORTH	2312.0	2022-03-01 12:46:04
2022-03-01 01:00:00.000	PT60M	10Y1001A1001A70O	BZN	IT-Centre-North BZN	IT-CNORTH	2228.0	2022-03-01 12:46:04
2022-03-01 02:00:00.000	PT60M	10Y1001A1001A70O	BZN	IT-Centre-North BZN	IT-CNORTH	2219.0	2022-03-01 12:46:04
2022-03-01 00:00:00.000	PT60M	10Y1001C--00100H	BZN	XK BZN	XK	874.53	2022-03-01 10:31:14
2022-03-01 01:00:00.000	PT60M	10Y1001C--00100H	BZN	XK BZN	XK	788.96	2022-03-01 10:31:14
2022-03-01 02:00:00.000	PT60M	10Y1001C--00100H	BZN	XK BZN	XK	742.88	2022-03-01 10:31:14
2022-03-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	7851.4	2022-03-01 02:16:10
2022-03-01 01:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	7706.14	2022-03-01 03:16:16
2022-03-01 02:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	7695.63	2022-03-01 04:16:47
2022-03-01 00:00:00.000	PT60M	10YCS-SERBIATSOV	CTA	RS CTA	RS	4311.0	2022-03-02 08:01:24
2022-03-01 01:00:00.000	PT60M	10YCS-SERBIATSOV	CTA	RS CTA	RS	4047.0	2022-03-02 08:01:24
2022-03-01 02:00:00.000	PT60M	10YCS-SERBIATSOV	CTA	RS CTA	RS	3876.0	2022-03-02 08:01:24
